Id,WnvPresent
1,0.0337344829902
2,0.0131515895695
3,0.0337067123985
4,0.0245444046559
5,0.0226261830973
6,0.0259762312817
7,0.0337067123985
8,0.0259762312817
9,0.0295629173178
10,0.0117615180074
11,0.0330086063859
12,0.0233551800231
13,0.0214309585307
14,0.0249923925049
15,0.0330086063859
16,0.0249923925049
17,0.0424658010468
18,0.0176895758742
19,0.0362805101815
20,0.02852159911
21,0.0256500766163
22,0.0306523920283
23,0.0362805101815
24,0.0306523920283
25,0.0232662255529
26,0.0097237138412
27,0.00964273520833
28,0.0130914280722
29,0.0090914280722
30,0.0130914280722
31,0.00964273520833
32,0.0130914280722
33,0.0232767147971
34,0.00994469232968
35,0.00727420294105
36,0.0119228958049
37,0.00792289580492
38,0.0119228958049
39,0.00727420294105
40,0.0119228958049
41,0.025096152972
42,0.00974469232968
43,0.00692406343423
44,0.0125622670539
45,0.00876226705385
46,0.0125622670539
47,0.00692406343423
48,0.0125622670539
49,0.0234662255529
50,0.00974469232968
51,0.00747420294105
52,0.0123124065607
53,0.00831240656068
54,0.0123124065607
55,0.00747420294105
56,0.0123124065607
57,0.0236662255529
58,0.00796233869558
59,0.00846371369681
60,0.0135019173164
61,0.00950191731644
62,0.0135019173164
63,0.00846371369681
64,0.0135019173164
65,0.0236347578202
66,0.00933420308544
67,0.00926371369681
68,0.0131019173164
69,0.00910191731644
70,0.0131019173164
71,0.00926371369681
72,0.0131019173164
73,0.0312913693105
74,0.0109428104518
75,0.00999873441278
76,0.0130717093885
77,0.0104507309
78,0.0141630404646
79,0.00999873441278
80,0.0141630404646
81,0.025254195995
82,0.00954469232968
83,0.00712406343423
84,0.0121622670539
85,0.00836226705385
86,0.0121622670539
87,0.00712406343423
88,0.0121622670539
89,0.0307104897346
90,0.0104709183198
91,0.0103149708945
92,0.0138041627001
93,0.0111831842116
94,0.0141831842116
95,0.0103149708945
96,0.0141831842116
97,0.0316914532061
98,0.00996567081817
99,0.00944863316187
100,0.01367793671
101,0.0108569582215
102,0.0142464689772
103,0.00944863316187
104,0.0142464689772
105,0.0255833570134
106,0.00973420308544
107,0.0102532244526
108,0.0135019173164
109,0.0096914280722
110,0.0136914280722
111,0.0102532244526
112,0.0136914280722
113,0.033541466891
114,0.0124996650208
115,0.0335539561929
116,0.0246232285694
117,0.0219493624695
118,0.0264214714487
119,0.0335539561929
120,0.0264214714487
121,0.0172794618411
122,0.00842747582091
123,0.0233178653009
124,0.0139749862384
125,0.0114771336425
126,0.0148754834859
127,0.0233178653009
128,0.0148754834859
129,0.0227370645346
130,0.00686723113799
131,0.00735657658136
132,0.0110461810078
133,0.00664618100779
134,0.0112461810078
135,0.00735657658136
136,0.0112461810078
137,0.0297019424503
138,0.0101446923297
139,0.00956881183031
140,0.01307793671
141,0.0102569582215
142,0.0134569582215
143,0.00956881183031
144,0.0134569582215
145,0.0400099075654
146,0.0179168799249
147,0.0363015761052
148,0.0283502197556
149,0.0256786972619
150,0.0304810126739
151,0.0363015761052
152,0.0304810126739
153,0.0354257012399
154,0.015370452777
155,0.0354630032802
156,0.026046723369
157,0.0237737538145
158,0.0278734466066
159,0.0354630032802
160,0.0278734466066
161,0.0332535290947
162,0.012674195963
163,0.0330733855313
164,0.025250682037
165,0.0221970731263
166,0.0270637962495
167,0.0330733855313
168,0.0270637962495
169,0.0205507593436
170,0.00734136020709
171,0.00966371369681
172,0.0120741582573
173,0.0079175099489
174,0.0120741582573
175,0.00966371369681
176,0.0120741582573
177,0.0263178962551
178,0.0098560581641
179,0.0280153377639
180,0.0190755279438
181,0.0173123368488
182,0.0209022511814
183,0.0280153377639
184,0.0209022511814
185,0.0223351094567
186,0.0112768674476
187,0.0279394765821
188,0.0170370321096
189,0.0146904419661
190,0.0180941776656
191,0.0279394765821
192,0.0180941776656
193,0.0261171314605
194,0.0066495847721
195,0.00731017042567
196,0.0122042240308
197,0.00720422403082
198,0.0122042240308
199,0.00731017042567
200,0.0122042240308
201,0.0238767147971
202,0.00777282793982
203,0.00707420294105
204,0.0123228958049
205,0.00832289580492
206,0.0123228958049
207,0.00707420294105
208,0.0123228958049
209,0.0293628728521
210,0.00994469232968
211,0.00936881183031
212,0.01267793671
213,0.0100569582215
214,0.013201108236
215,0.00936881183031
216,0.013201108236
217,0.0246762198979
218,0.00933420308544
219,0.00731357418998
220,0.0123517778096
221,0.00855177780961
222,0.0123517778096
223,0.00731357418998
224,0.0123517778096
225,0.0254332175065
226,0.0101446923297
227,0.00812406343423
228,0.0127622670539
229,0.00895177780961
230,0.0129517778096
231,0.00812406343423
232,0.0129517778096
233,0.0312144755197
234,0.00980574591721
235,0.0103000848005
236,0.0130926878769
237,0.0102517763144
238,0.014364085879
239,0.0103000848005
240,0.014364085879
241,0.0210313982165
242,0.00966203955401
243,0.0293572228637
244,0.018146746877
245,0.0157940450262
246,0.0195839593588
247,0.0293572228637
248,0.0195839593588
249,0.038664623111
250,0.0132421064799
251,0.0383370627398
252,0.0300885928806
253,0.0261663133482
254,0.0319204195065
255,0.0383370627398
256,0.0319204195065
257,0.0254531505806
258,0.0101446923297
259,0.00812406343423
260,0.0129622670539
261,0.00915177780961
262,0.0131517778096
263,0.00812406343423
264,0.0131517778096
265,0.0195832091795
266,0.0155772068531
267,0.024817602536
268,0.0169877462485
269,0.014865466716
270,0.0182249587303
271,0.024817602536
272,0.0182249587303
273,0.0215839042587
274,0.00773087096285
275,0.00924273520833
276,0.0127019173164
277,0.00870191731644
278,0.0127019173164
279,0.00924273520833
280,0.0127019173164
281,0.0208228328249
282,0.008548947723
283,0.0255082726022
284,0.0160889310855
285,0.0135752033893
286,0.016989428333
287,0.0255082726022
288,0.016989428333
289,0.0185007227974
290,0.0084013939442
291,0.0238874429826
292,0.0133908613386
293,0.0114625864244
294,0.0144714255121
295,0.0238874429826
296,0.0144714255121
297,0.0290363547383
298,0.0106710756722
299,0.028728058234
300,0.0200836904163
301,0.0176950716541
302,0.0209885652008
303,0.028728058234
304,0.0209885652008
305,0.025696152972
306,0.00759713855089
307,0.00593455267847
308,0.0123727562981
309,0.0083727562981
310,0.0123727562981
311,0.00593455267847
312,0.0123727562981
313,0.0219265752903
314,0.00626723113799
315,0.00755657658136
316,0.0112356917635
317,0.00703569176354
318,0.0114356917635
319,0.00755657658136
320,0.0114356917635
321,0.0317956531768
322,0.0105742781845
323,0.00998929058295
324,0.0134821986327
325,0.0108412870701
326,0.0147535966348
327,0.00998929058295
328,0.0147535966348
329,0.0282671362701
330,0.0101446923297
331,0.00976881183031
332,0.0123064170683
333,0.00948543857985
334,0.0128295885943
335,0.00976881183031
336,0.0128295885943
337,0.0216897982735
338,0.0119053644921
339,0.0257718625951
340,0.0180599086524
341,0.0152712898902
342,0.0192971211343
343,0.0257718625951
344,0.0192971211343
345,0.024189638677
346,0.0115665940889
347,0.024732441556
348,0.0187070914704
349,0.0163605013269
350,0.0197642370263
351,0.024732441556
352,0.0197642370263
353,0.0207256877531
354,0.011903077784
355,0.0285823518394
356,0.0182358088674
357,0.0151030400907
358,0.0194730213493
359,0.0285823518394
360,0.0194730213493
361,0.0224554028253
362,0.00904843204217
363,0.0299086016416
364,0.0194994161814
365,0.0169467143306
366,0.0209366286632
367,0.0299086016416
368,0.0209366286632
369,0.036039508993
370,0.0150915608378
371,0.0321091218158
372,0.0254591334768
373,0.0226156896952
374,0.0272573763561
375,0.0321091218158
376,0.0272573763561
377,0.03188942112
378,0.0113863986693
379,0.0342807124997
380,0.024846922423
381,0.0211924169667
382,0.0261274865964
383,0.0342807124997
384,0.0261274865964
385,0.0214085098292
386,0.00874800230162
387,0.0252429804976
388,0.0163108943186
389,0.0143886147862
390,0.0179481068005
391,0.0252429804976
392,0.0179481068005
393,0.0276762198979
394,0.00818664930665
395,0.00653455267847
396,0.0137727562981
397,0.0095727562981
398,0.0137727562981
399,0.00653455267847
400,0.0137727562981
401,0.028420479638
402,0.0108710756722
403,0.0300756120128
404,0.0206627119278
405,0.0182740931656
406,0.0215675867124
407,0.0300756120128
408,0.0215675867124
409,0.025296152972
410,0.00700762779513
411,0.00613455267847
412,0.0121727562981
413,0.0081727562981
414,0.0121727562981
415,0.00613455267847
416,0.0121727562981
417,0.024696152972
418,0.00758664930665
419,0.00633455267847
420,0.0121727562981
421,0.0081727562981
422,0.0121727562981
423,0.00633455267847
424,0.0121727562981
425,0.024496152972
426,0.00758664930665
427,0.00613455267847
428,0.0119727562981
429,0.0079727562981
430,0.0119727562981
431,0.00613455267847
432,0.0119727562981
433,0.0262332175065
434,0.00934469232968
435,0.00692406343423
436,0.0121622670539
437,0.00855177780961
438,0.0123517778096
439,0.00692406343423
440,0.0123517778096
441,0.0295429397781
442,0.010081407564
443,0.00932546013873
444,0.0128146519443
445,0.0101936734558
446,0.0133378234703
447,0.00932546013873
448,0.0133378234703
449,0.024296152972
450,0.00758664930665
451,0.00613455267847
452,0.0119727562981
453,0.0079727562981
454,0.0119727562981
455,0.00613455267847
456,0.0119727562981
457,0.0314820093762
458,0.010881407564
459,0.00992546013873
460,0.0142146519443
461,0.0113936734558
462,0.0145936734558
463,0.00992546013873
464,0.0145936734558
465,0.0262583382371
466,0.00848205588409
467,0.0104394030857
468,0.0144078190276
469,0.0102511707191
470,0.0144078190276
471,0.0104394030857
472,0.0144078190276
473,0.0274694996534
474,0.0105435816349
475,0.0303149808285
476,0.0196522226836
477,0.0172636039214
478,0.0207570974681
479,0.0303149808285
480,0.0207570974681
481,0.0382386888983
482,0.0151805347023
483,0.0324901895738
484,0.02642320855
485,0.0237009290175
486,0.0276604210318
487,0.0324901895738
488,0.0276604210318
489,0.015945078256
490,0.00785603968599
491,0.021607041427
492,0.0127752687062
493,0.0106720302542
494,0.0136757659537
495,0.021607041427
496,0.0136757659537
497,0.0241265752903
498,0.00778331718406
499,0.00733455267847
500,0.0123832455423
501,0.00838324554234
502,0.0125832455423
503,0.00733455267847
504,0.0125832455423
505,0.0309231537685
506,0.01110400227
507,0.0131909992454
508,0.0140110261727
509,0.0105784708172
510,0.0149490323866
511,0.0131909992454
512,0.0149490323866
513,0.0331466515522
514,0.0129953642544
515,0.0369247812147
516,0.0271376039436
517,0.0235898967439
518,0.0283991270365
519,0.0369247812147
520,0.0283991270365
521,0.0242767147971
522,0.00877616006241
523,0.00787420294105
524,0.0131228958049
525,0.00912289580492
526,0.0131228958049
527,0.00787420294105
528,0.0131228958049
529,0.0310101700007
530,0.0129330923907
531,0.0421372161121
532,0.0287083013668
533,0.0247301718489
534,0.0301698244598
535,0.0421372161121
536,0.0301698244598
537,0.0338705380981
538,0.0132316172357
539,0.037376893926
540,0.02732209149
541,0.0239747754953
542,0.0289539181159
543,0.037376893926
544,0.0289539181159
545,0.024496152972
546,0.00817616006241
547,0.00692406343423
548,0.0123622670539
549,0.00856226705385
550,0.0123622670539
551,0.00692406343423
552,0.0123622670539
553,0.0316456198177
554,0.0103327014331
555,0.0100293098275
556,0.0147021317068
557,0.0116811532183
558,0.0152344780806
559,0.0100293098275
560,0.0152344780806
561,0.0224188890299
562,0.00927989977489
563,0.026443161514
564,0.0181396018927
565,0.015786900042
566,0.0195768143746
567,0.026443161514
568,0.0195768143746
569,0.028854195995
570,0.00896567081817
571,0.00672406343423
572,0.0135622670539
573,0.00976226705385
574,0.0135622670539
575,0.00672406343423
576,0.0135622670539
577,0.025296152972
578,0.00682860628362
579,0.00634504192271
580,0.0115832455423
581,0.00738324554234
582,0.0115832455423
583,0.00634504192271
584,0.0115832455423
585,0.0227370645346
586,0.00760429567254
587,0.00674504192271
588,0.0116042240308
589,0.00760422403082
590,0.0116042240308
591,0.00674504192271
592,0.0116042240308
593,0.0292047371482
594,0.00856567081817
595,0.00692406343423
596,0.0131622670539
597,0.00935177780961
598,0.0133517778096
599,0.00692406343423
600,0.0133517778096
601,0.0288047371482
